,content,data,like,place,tags
654,"👉옆으로 밀어보세요😀📍업뎃된 날짜/제품이름 함께 캡쳐해서 문의주세요띠어* 썸머니트 6컬러사이즈 S M L.❤카톡 Labelleyoon❤배송기간 10-20일 소요됩니다 ✔(평일기준)통관/EMS자체 지연될 수 있습니다✔1:1주문제작으로 제품 교환/반품이 불가능합니다 ✔신중한 구매 부탁드립니다😊불량으로인한 교환/반품접수는 수령후 24시간 이내/3일이내 반납해 주셔야합니다.너무 예민하신분들은 주문자제 부탁드립니다 조명/해상도에 따른 색상차이 실밥 한땀한땀, 미세오염(지울 수 있는), 본드자국/냄새, 찍힘, A/S 원하시는 분들은 서로 피곤하니 백화점가서 구매해주세요❌상세사이즈 재는사람,위치에따라서 오차범위 1-4cm있을 수 있습니다 댓글문의말고 카톡문의 부탁드립니다💜제품문의는 꼭 구매로 이어지는 제품만 문의주세요.. #띠어리반팔니트 #띠어리니트 #명품반팔니트#띠어리니트신상 #띠어리반팔니트신상 #명품원피스 #명품블라우스 #데이트룩 #기념일선물#여자명품옷 #하객패션 #나들이룩 #마인#강원도여행 #고성맛집 #상무지구핫플 #나인원한남#신라호텔콘티넨탈 #서래마을카페 #해운대트럼프월드#서울호캉스 #롯데호텔월드 #청담동피부과 #청담벨뷰#비스타워커힐서울 #이색카페 #청담동어퍼하우스#롯데백화점잠실점 #포일센트럴푸르지오 #포일동맛집",2021-05-08,0,,"['#띠어리반팔니트', '#띠어리니트', '#명품반팔니트', '#띠어리니트신상', '#띠어리반팔니트신상', '#명품원피스', '#명품블라우스', '#데이트룩', '#기념일선물', '#여자명품옷', '#하객패션', '#나들이룩', '#마인', '#강원도여행', '#고성맛집', '#상무지구핫플', '#나인원한남', '#신라호텔콘티넨탈', '#서래마을카페', '#해운대트럼프월드', '#서울호캉스', '#롯데호텔월드', '#청담동피부과', '#청담벨뷰', '#비스타워커힐서울', '#이색카페', '#청담동어퍼하우스', '#롯데백화점잠실점', '#포일센트럴푸르지오', '#포일동맛집']"
655,"👉옆으로 밀어보세요😀📍업뎃된 날짜/제품이름 함께 캡쳐해서 문의주세요아* 자수로고니트 4칼라사이즈 S M L.❤카톡 Labelleyoon❤배송기간 10-20일 소요됩니다 ✔(평일기준)통관/EMS자체 지연될 수 있습니다✔1:1주문제작으로 제품 교환/반품이 불가능합니다 ✔신중한 구매 부탁드립니다😊불량으로인한 교환/반품접수는 수령후 24시간 이내/3일이내 반납해 주셔야합니다.너무 예민하신분들은 주문자제 부탁드립니다 조명/해상도에 따른 색상차이 실밥 한땀한땀, 미세오염(지울 수 있는), 본드자국/냄새, 찍힘, A/S 원하시는 분들은 서로 피곤하니 백화점가서 구매해주세요❌상세사이즈 재는사람,위치에따라서 오차범위 1-4cm있을 수 있습니다 댓글문의말고 카톡문의 부탁드립니다💜제품문의는 꼭 구매로 이어지는 제품만 문의주세요.. #아미반팔니트 #아미니트 #명품반팔니트#아미니트신상 #아미반팔니트신상#명품원피스 #명품블라우스 #데이트룩 #기념일선물#여자명품옷 #하객패션 #나들이룩 #마인#강원도여행 #고성맛집 #상무지구핫플 #나인원한남#신라호텔콘티넨탈 #서래마을카페 #해운대트럼프월드#서울호캉스 #롯데호텔월드 #청담동피부과 #청담벨뷰#비스타워커힐서울 #이색카페 #청담동어퍼하우스#롯데백화점잠실점 #포일센트럴푸르지오 #포일동맛집",2021-05-08,1,,"['#아미반팔니트', '#아미니트', '#명품반팔니트', '#아미니트신상', '#아미반팔니트신상', '#명품원피스', '#명품블라우스', '#데이트룩', '#기념일선물', '#여자명품옷', '#하객패션', '#나들이룩', '#마인', '#강원도여행', '#고성맛집', '#상무지구핫플', '#나인원한남', '#신라호텔콘티넨탈', '#서래마을카페', '#해운대트럼프월드', '#서울호캉스', '#롯데호텔월드', '#청담동피부과', '#청담벨뷰', '#비스타워커힐서울', '#이색카페', '#청담동어퍼하우스', '#롯데백화점잠실점', '#포일센트럴푸르지오', '#포일동맛집']"
656,"👉옆으로 밀어보세요😀📍업뎃된 날짜/제품이름 함께 캡쳐해서 문의주세요셀린* 썸머진  4칼라사이즈 25-30.❤카톡 Labelleyoon❤배송기간 10-20일 소요됩니다 ✔(평일기준)통관/EMS자체 지연될 수 있습니다✔1:1주문제작으로 제품 교환/반품이 불가능합니다 ✔신중한 구매 부탁드립니다😊불량으로인한 교환/반품접수는 수령후 24시간 이내/3일이내 반납해 주셔야합니다.너무 예민하신분들은 주문자제 부탁드립니다 조명/해상도에 따른 색상차이 실밥 한땀한땀, 미세오염(지울 수 있는), 본드자국/냄새, 찍힘, A/S 원하시는 분들은 서로 피곤하니 백화점가서 구매해주세요❌상세사이즈 재는사람,위치에따라서 오차범위 1-4cm있을 수 있습니다 댓글문의말고 카톡문의 부탁드립니다💜제품문의는 꼭 구매로 이어지는 제품만 문의주세요.. #셀린느데님팬츠 #셀린느청바지 #명품데님팬츠#셀린느팬츠 #셀린느진#명품원피스 #명품블라우스 #데이트룩 #기념일선물#여자명품옷 #하객패션 #나들이룩 #마인#강원도여행 #고성맛집 #상무지구핫플 #나인원한남#신라호텔콘티넨탈 #서래마을카페 #해운대트럼프월드#서울호캉스 #롯데호텔월드 #청담동피부과 #청담벨뷰#비스타워커힐서울 #이색카페 #청담동어퍼하우스#롯데백화점잠실점 #포일센트럴푸르지오 #포일동맛집",2021-05-08,1,,"['#셀린느데님팬츠', '#셀린느청바지', '#명품데님팬츠', '#셀린느팬츠', '#셀린느진', '#명품원피스', '#명품블라우스', '#데이트룩', '#기념일선물', '#여자명품옷', '#하객패션', '#나들이룩', '#마인', '#강원도여행', '#고성맛집', '#상무지구핫플', '#나인원한남', '#신라호텔콘티넨탈', '#서래마을카페', '#해운대트럼프월드', '#서울호캉스', '#롯데호텔월드', '#청담동피부과', '#청담벨뷰', '#비스타워커힐서울', '#이색카페', '#청담동어퍼하우스', '#롯데백화점잠실점', '#포일센트럴푸르지오', '#포일동맛집']"
657,:🧚🏻‍♀️쉐라톤 서울 디큐브시티욕조도 있고 현백도 있으니 러쉬🌱몽글몽글 행복했던 노곤노곤한 시간#도비숩_호텔,2021-05-08,16,Sheraton Seoul D Cube City Hotel,['#도비숩_호텔']
658,파크하얏트서울 파크스위트킹에서 호캉스 즐기는법.그냥 먹고 씻고 쉬고 도심뷰보면서 마치 헐리웃 여배우가 된듯한 화려한 네온사인을 들지고 멍때리기만 해도 최고인 @parkhyattseoul 입니다..매년 4월 11월 스트레스로 잠도 못자고 터질거같은 몸을 따뜻하게 치유해주는 ..아직도 컨디션이 80%밖에 안채워졌지만 ...최고의 서비스와 환대를 해준 파크하얏서울은 다시 가고 싶습니다.@parkhyatt .#파크하얏트서울 #파크하얏트 #호캉스 #호캉스추천 #서울호캉스 #서울호텔추천 #파크스위트킹 #럭셔리호텔 #셀카 #역광 #사진 #사진스타그램 #여행스타그램 #호텔리뷰 #호텔리뷰어체크인 #호텔블로거 #여행블로거 #여행인플루언서 #luxurylifestyle #럭셔리라이프스타일 #luxuryhotel,2021-05-08,932,Park Hyatt Seoul - 파크하얏트서울,"['#파크하얏트서울', '#파크하얏트', '#호캉스', '#호캉스추천', '#서울호캉스', '#서울호텔추천', '#파크스위트킹', '#럭셔리호텔', '#셀카', '#역광', '#사진', '#사진스타그램', '#여행스타그램', '#호텔리뷰', '#호텔리뷰어체크인', '#호텔블로거', '#여행블로거', '#여행인플루언서', '#luxurylifestyle', '#럭셔리라이프스타일', '#luxuryhotel']"
659,👨‍👩‍👧‍👧=❤️#우행시..#자존맘,2021-05-07,34,,"['#우행시..', '#자존맘']"
660,°신라스테이호텔 구로방이 작고전철다니는 소리가 들리고옆방 소리도 들리지만하늘 감성이 좋다. 청결상태도 좋다.그래서 난 좋다,2021-05-07,4,,[]
661,휴무 달다..#신라스테이 #핸드앤몰트 #펀캉스 #호텔콕,2021-05-07,702,신라스테이삼성,"['#신라스테이', '#핸드앤몰트', '#펀캉스', '#호텔콕']"
662,⚘2021년 5월 8일 새벽 2시부터 요한계시록 두 선지자의 금요예배 설교 안내 동시통역 생중계 채널 🗯유튜브: https://www.youtube.com/c/parkhsa 🗯페이스북: https://www.facebook.com/JesusIsComingKorea/ 🗯트위터: https://twitter.com/ArthurPark60 #회개와_거룩함 #주님의_길을_예비하라  #메시아께서_오신다 #주말나들이 #주말데이트 #진도쏠비치리조트 #서울신라호텔 #쏠비치진도 #골든튤립해운대 #제주신라호텔 #신라스테이광화문 #신라스테이역삼 #글래드여의도 #안다즈서울강남 #jw메리어트서울 #서울호캉스 #호텔페이토삼성 #비스타워커힐서울 #서울수영장호텔 #제주도호텔추천 #트로피컬하이드어웨이 #산방산 #송악산 #제주호캉스 #제주숙소추천 #제주서귀포숙소 #제주도숙소추천 #제주도서귀포숙소 #제주도호텔수영장 #호텔수영장,2021-05-07,0,,"['#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#주말나들이', '#주말데이트', '#진도쏠비치리조트', '#서울신라호텔', '#쏠비치진도', '#골든튤립해운대', '#제주신라호텔', '#신라스테이광화문', '#신라스테이역삼', '#글래드여의도', '#안다즈서울강남', '#jw메리어트서울', '#서울호캉스', '#호텔페이토삼성', '#비스타워커힐서울', '#서울수영장호텔', '#제주도호텔추천', '#트로피컬하이드어웨이', '#산방산', '#송악산', '#제주호캉스', '#제주숙소추천', '#제주서귀포숙소', '#제주도숙소추천', '#제주도서귀포숙소', '#제주도호텔수영장', '#호텔수영장']"
663,⚘2021년 5월 8일 새벽 2시부터 요한계시록 두 선지자의 금요예배 설교 안내 동시통역 생중계 채널 🗯유튜브: https://www.youtube.com/c/parkhsa 🗯페이스북: https://www.facebook.com/JesusIsComingKorea/ 🗯트위터: https://twitter.com/ArthurPark60 #회개와_거룩함 #주님의_길을_예비하라  #메시아께서_오신다 #주말나들이 #주말데이트 #진도쏠비치리조트 #서울신라호텔 #쏠비치진도 #골든튤립해운대 #제주신라호텔 #신라스테이광화문 #신라스테이역삼 #글래드여의도 #안다즈서울강남 #jw메리어트서울 #서울호캉스 #호텔페이토삼성 #비스타워커힐서울 #서울수영장호텔 #제주도호텔추천 #트로피컬하이드어웨이 #산방산 #송악산 #제주호캉스 #제주숙소추천 #제주서귀포숙소 #제주도숙소추천 #제주도서귀포숙소 #제주도호텔수영장 #호텔수영장,2021-05-07,2,,"['#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#주말나들이', '#주말데이트', '#진도쏠비치리조트', '#서울신라호텔', '#쏠비치진도', '#골든튤립해운대', '#제주신라호텔', '#신라스테이광화문', '#신라스테이역삼', '#글래드여의도', '#안다즈서울강남', '#jw메리어트서울', '#서울호캉스', '#호텔페이토삼성', '#비스타워커힐서울', '#서울수영장호텔', '#제주도호텔추천', '#트로피컬하이드어웨이', '#산방산', '#송악산', '#제주호캉스', '#제주숙소추천', '#제주서귀포숙소', '#제주도숙소추천', '#제주도서귀포숙소', '#제주도호텔수영장', '#호텔수영장']"
664,주황 버젼 로야붕 심사완료🤔#mondrianseoulitaewon,2021-05-07,68,몬드리안 서울 이태원 - Mondrian Seoul Itaewon,['#mondrianseoulitaewon']
665,#서울호캉스#딸이랑#꿈떡꿈떡#로제떡볶이#울여봉 퇴근하고 데리러 옴#로제떡볶이 또 먹구싶다는 울딸이랑 떡볶이 먹고 집으로#서울투어끝,2021-05-07,4,,"['#서울호캉스', '#딸이랑', '#꿈떡꿈떡', '#로제떡볶이', '#울여봉', '#로제떡볶이', '#서울투어끝']"
666,#jw메리어트호텔 #jw메리어트서울 #jwmarriott #이큐제크티브라운지 #호텔라운지 #이큐제큐티브 #서울호캉스 #서울호텔 #대구 #서울 #그리핀스위트,2021-05-07,11,Jw 메리어트 호텔,"['#jw메리어트호텔', '#jw메리어트서울', '#jwmarriott', '#이큐제크티브라운지', '#호텔라운지', '#이큐제큐티브', '#서울호캉스', '#서울호텔', '#대구', '#서울', '#그리핀스위트']"
667,#딸이랑#H라운지#서촌마을#서울호캉스,2021-05-07,6,,"['#딸이랑', '#H라운지', '#서촌마을', '#서울호캉스']"
668,어버이날 주간 시작. 행복하고 따듯한 시간 보내세요! ☘️➰,2021-05-07,"3,767",,[]
669,글래드라이브 강남 호캉스 넘 좋았음 🖤🤍🖤 깔끔하고 푹신하고 모던하고 군더더기 없음 ! 주변에 맛집 많음 ! 🤭🙂#강남호캉스 #글래드라이브 #글라이드라이브강남 #글래드호텔 #호캉스 #서울호캉스,2021-05-07,33,GLAD LIVE Gangnam - 글래드 라이브 강남,"['#강남호캉스', '#글래드라이브', '#글라이드라이브강남', '#글래드호텔', '#호캉스', '#서울호캉스']"
670,5월5일 호캉스✨사진을 너무 안찍었다ㅎ역시 고층은 달러달러~~~덕분에 잘 쉬었어😉+ 뽀로로와 함께 씽난 재혁이(이사진찍고 창피하다고 뛰어간거 안비밀😶)#일상스타그램#럽스타그램#셀스타그램#데이트#커플#호캉스#솔라리아니시테츠호텔서울명동#솔라리아니시테츠호텔#서울호텔#서울호캉스,2021-05-07,37,Solaria Nishitetsu Hotel Seoul Myeongdong,"['#일상스타그램', '#럽스타그램', '#셀스타그램', '#데이트', '#커플', '#호캉스', '#솔라리아니시테츠호텔서울명동', '#솔라리아니시테츠호텔', '#서울호텔', '#서울호캉스']"
671,".✍🏻 2021.04.19 결기 1주년 기념 호캉스✨.시간 참 빠르다는걸 결혼기념일마다 느끼게 될 것같아요, 1년 동안 그랬듯이 언제나 우리 부부에게 즐겁고 행복한 일만 가득하길🤍 홈캉스도 좋지만 가끔 호캉스하는 것도 기분전환되고 좋네요🥰.#결기1주년 #결기 #신혼부부 #워커힐더글라스하우스 #워커힐호캉스 #호캉스 #워커힐더글라스스위트 #서울호캉스추천 #서울호캉스 #워커힐 #플렉스 #믜하우스 #선팔맞팔 #워커힐라운지 #인생은한강뷰 #결혼기념일",2021-05-07,146,Douglas House Walkerhill 워커힐 더글라스 하우스,"['#결기1주년', '#결기', '#신혼부부', '#워커힐더글라스하우스', '#워커힐호캉스', '#호캉스', '#워커힐더글라스스위트', '#서울호캉스추천', '#서울호캉스', '#워커힐', '#플렉스', '#믜하우스', '#선팔맞팔', '#워커힐라운지', '#인생은한강뷰', '#결혼기념일']"
672,"-청계산 #오라카이호텔 Level B1 레스토랑청계산 등산 후 호캉스로 오라카이호텔에서 숙박하며 방문해보았는데요!✔ 분위기✔ 메뉴&맛✔ 가성비👉 세 박자를 모두 갖춘 곳이었어요🧡1. 타파스(2.0)12개에 2만원 가성비 실화인가요~?타파스 구성도 의외의 조합인 그런 느낌 아시죠?=> 방토&바질, 요거트&황도, 아보카도&갈릭새우, 하몽&메론👏👏한 입 마다마다 입 안에서 즐거움이 터지는 느낌~~2. 시그니처 바베큐 플래터(7.7)비쥬얼에 이미 한번 치이구요~~ 플래터라고 해서 고기도 대충 고르지 않았고, 하나같이 맛있는 부위들이었어요~ (소,양,닭고기) 그리고 이곳에서만 맛볼 수 있는 소스에 골라먹는 재미까지!3. 트러플오일 감자튀김(1.3)감자와 트러플오일, 그리고 튀겼다? 말 다했죠. 끝났죠~~~4. 버섯크림리조또(2.2)꾸덕한 크림 좋아하시는 분들이면 모두 만족하실만한 맛이에요!💜🙋‍♀️ 호캉스로도 손색없고, 레스토랑만 방문해도 좋은 곳!주말에 여행 온 분위기 내며 한번쯤 방문해보시길 추천드립니다~~",2021-05-07,14,,['#오라카이호텔']
673,오늘눈아파죽는줄🌫,2021-05-07,96,"Seoul, Korea",[]
674,또 가고싶당,2021-05-07,74,SIGNIEL - 시그니엘,[]
675,조식이 이럴 일인가😍😍😍랍스터에 전복찜에 베이징덕에 온갖 고기고기한 것들...😋페어몬트는 모든 것이 좋았지만 조식이 참 좋았더라👏👏👏...#페어몬트앰배서더서울 #페어몬트호텔 #페어몬트서울 #페어몬트조식 #페어몬트조식뷔페 #페어몬트스펙트럼 #페어몬트스펙트럼뷔페 #여의도페어몬트 #호캉스조식 #호캉스 #조식 #호텔조식 #여의도호텔 #서울호캉스 #조식맛집,2021-05-07,43,Fairmont Ambassador Seoul - 페어몬트 앰배서더 서울,"['#페어몬트앰배서더서울', '#페어몬트호텔', '#페어몬트서울', '#페어몬트조식', '#페어몬트조식뷔페', '#페어몬트스펙트럼', '#페어몬트스펙트럼뷔페', '#여의도페어몬트', '#호캉스조식', '#호캉스', '#조식', '#호텔조식', '#여의도호텔', '#서울호캉스', '#조식맛집']"
676,💓@park.c0 이랑 #호캉스 💓하루종일 쉬고 놀고 수영하고먹고 먹고 먹고 먹고 먹고😆둘이 와인 한병 다 마신건 처음이야😳#코엑스인터컨티넨탈 #코엑스인터컨티넨탈호텔 #서울호캉스 #럽스타그램 #커플여행 #여행지추천 #서울호캉스 #코엑스맛집 #코엑스 #먹스타그램,2021-05-07,80,,"['#호캉스', '#코엑스인터컨티넨탈', '#코엑스인터컨티넨탈호텔', '#서울호캉스', '#럽스타그램', '#커플여행', '#여행지추천', '#서울호캉스', '#코엑스맛집', '#코엑스', '#먹스타그램']"
677,:🧚🏻‍♀️쉐라톤 서울 디큐브시티그리운 레이지 머닝#도비숩_호텔,2021-05-07,15,Sheraton Seoul D Cube City Hotel,['#도비숩_호텔']
678,치얼스✨🥂🎂...#밀레니엄힐튼서울 #모스카토다스티 #5성급호텔 #호캉스 #은하계호텔,2021-05-07,106,Millennium Hilton Seoul,"['#밀레니엄힐튼서울', '#모스카토다스티', '#5성급호텔', '#호캉스', '#은하계호텔']"
679,사진은 호캉스중 현실은 집순이 ...#호캉스 #서울호캉스 #강남맛집 #강남맛집추천 #신논현맛집 #신논현맛집추천 #강남테라스 #맛집 #맛집추천 #맛집스타그램 #소통 #맞팔 #먹팔 #먹스타소통 #먹소통환영 #먹소통 #좋반 #좋아요반사 #팔로우 #선팔하면맞팔 #맛스타그램 #맛집탐방 #맛집스타 #논현맛집추천 #논현맛집 #강남 #신논현카페 #강남디저트맛집 #강남디저트 #먹플루언서,2021-05-07,148,"Seoul, South Korea","['#호캉스', '#서울호캉스', '#강남맛집', '#강남맛집추천', '#신논현맛집', '#신논현맛집추천', '#강남테라스', '#맛집', '#맛집추천', '#맛집스타그램', '#소통', '#맞팔', '#먹팔', '#먹스타소통', '#먹소통환영', '#먹소통', '#좋반', '#좋아요반사', '#팔로우', '#선팔하면맞팔', '#맛스타그램', '#맛집탐방', '#맛집스타', '#논현맛집추천', '#논현맛집', '#강남', '#신논현카페', '#강남디저트맛집', '#강남디저트', '#먹플루언서']"
680,"호텔 케이월드를 네이버로 예약할 수 있는간단한 방법을 소개해드릴께요!① 네이버 검색창에 케이월드호텔 검색 후홈페이지에 들어오신 후 예약하기 버튼 클릭!② 원하는 날짜, 객실을 선택 후 결제하면 끝!!네이버 외에도 다양한 예약 어플리케이션을 통해이용해보세요~~건대의 중심, 부띠끄 호텔 K-WORLD",2021-05-07,20,건대입구역,[]
681,"도아스튜디오 디자인 ෆ⠀⠀⠀디자인은 고객님의 분위기, 얼굴형,기존 눈썹모가 우선순위 1위거기에 고객님의 화장 스타일, 취향이 첨가됩니다 💗⠀⠀⠀⠀⠀⠀🤍5월 상시 예약 중예약 및 문의카카오톡 채널: 도아스튜디오⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#자연눈썹 #세미아치눈썹 #태릉눈썹문신 #노원눈썹문신 #노원반영구 #건대눈썹문신 #군자눈썹문신 #왕십리눈썹문신 #회기눈썹문신",2021-05-07,25,뚝섬 유원지 한강공원,"['#자연눈썹', '#세미아치눈썹', '#태릉눈썹문신', '#노원눈썹문신', '#노원반영구', '#건대눈썹문신', '#군자눈썹문신', '#왕십리눈썹문신', '#회기눈썹문신']"
682,✨서울 호캉스 ✨#호캉스#서울호캉스#서울#파티#우정파티#데이트#기념일#기념일파티#서울숙소#서울근교#여행#서울여행#호캉스추천#호텔#서울호텔#호캉스추천#seoul#hotel#팔로우#맞팔#fff #flowerstagram,2021-05-07,4,"Seoul, Korea","['#호캉스', '#서울호캉스', '#서울', '#파티', '#우정파티', '#데이트', '#기념일', '#기념일파티', '#서울숙소', '#서울근교', '#여행', '#서울여행', '#호캉스추천', '#호텔', '#서울호텔', '#호캉스추천', '#seoul', '#hotel', '#팔로우', '#맞팔', '#fff', '#flowerstagram']"
683,휴가내고 호캉스 왔는데어제 새벽까지 일한 남편은 오자마자 꿀잠 중#시그니엘서울 #서울호캉스#남편자는동안 #혼자사진찍고놀기 #일어나여보 #라운지가야해,2021-05-07,19,,"['#시그니엘서울', '#서울호캉스', '#남편자는동안', '#혼자사진찍고놀기', '#일어나여보', '#라운지가야해']"
684,"⠀#UnveilTrueLuxury𝙰 𝚜𝚙𝚛𝚒𝚗𝚐 𝚖𝚘𝚖𝚎𝚗𝚝 𝚒𝚗 𝚝𝚑𝚎 𝚛𝚘𝚘𝚖, 𝙲𝚕𝚞𝚋 𝙶𝚛𝚊𝚗𝚍 𝚂𝚞𝚒𝚝𝚎.⠀봄내음 가득한 5월의 주말,객실에서 따뜻하고 화사한 봄을 만끽하세요.여기는 #클럽그랜드스위트 입니다.(🌼❛ ֊ ❛„)",2021-05-07,200,InterContinental Grand Seoul Parnas,"['#UnveilTrueLuxury𝙰', '#클럽그랜드스위트']"
685,포토존인줄 어떻게알고엄마 사진찍어달라고 포즈취함🧍‍♀️🖤,2021-05-07,47,스탠포드 호텔,[]
686,"어른이는 어린이날 #호캉스꒰◍ˊ◡ˋ꒱੭⁾⁾  #조선웨스틴호텔 #칵테일아워 무제한, 술이 쭉쭉쭉 그리고, 조식먹고 출근하는 노예 ...#호텔조식 #호캉스추천 #호캉스💕 #어른이날 #슈바인학센 #서울호캉스 #와인무제한 #칵테일무제한 #이그제큐티브룸",2021-05-07,45,,"['#호캉스꒰◍ˊ◡ˋ꒱੭⁾⁾', '#조선웨스틴호텔', '#칵테일아워', '#호텔조식', '#호캉스추천', '#호캉스💕', '#어른이날', '#슈바인학센', '#서울호캉스', '#와인무제한', '#칵테일무제한', '#이그제큐티브룸']"
687,".얼마전 다녀왔었던 호캉스🏨호캉스는 방에 들어서면서 느껴지는 정갈함으로 시작되는것 같다😊물론 들어가 30분이 채 지나지 않아 언제그랬냐는듯 해지지만😂새로운 곳에 와서, 창 밖으로 버스와 자동차가 많이 다녀서(!) 좋은 우리 똘망이#똘망이의호텔평가기준은창밖자동차대수 #차가막히고버스가많이다니면별많이드립니다🤣 #그런의미에서별일곱개🌟#서울호캉스 #정갈한느낌좋아 #호캉스그램#종이백뒤집어쓴깡통로봇 #즐거우면되었다😂",2021-05-07,114,JW Marriott Hotel Seoul,"['#똘망이의호텔평가기준은창밖자동차대수', '#차가막히고버스가많이다니면별많이드립니다🤣', '#그런의미에서별일곱개🌟', '#서울호캉스', '#정갈한느낌좋아', '#호캉스그램', '#종이백뒤집어쓴깡통로봇', '#즐거우면되었다😂']"
688,"[To-Go? For here! Package]⠀⠀⠀요즘 같은 날씨에 피크닉 어떠세요?🏝돗자리만 준비하시면 음식은 프레지던트호텔에서준비해 드립니다.나가기 번거로우시다면,객실에서 편하게시켜드시는 룸서비스도 가능합니다!🍴🍻⠀포함사항🎁디럭스 더블/트윈룸Option1. 순살 치킨(후라이드,간장,칠리)중 택1+맥주 or 콜라 중 택2Option2. 햄버그 스테이크,알리오올리오 스파게티,토마토해산물 스파게티 중 택2*금,토,5/18 예약 가능*Late Check Out14:00🎈패키지 요금89,000원⠀투숙 기간~ 2021.6.30⠀⠀⠀☎패키지 문의 및 예약02.753.3131⠀⠀⠀⠀#호텔#서울호캉스#프레지던트호텔#호텔패키지#덕수궁#경복궁#휴가#호캉스#패키지#호텔스타그램#엘리제#카페#hotelpresident#나들이#커플#연인#가족#일상#서울호텔#명동호텔#자세한사항은홈페이지를참고해주세요.",2021-05-07,15,프레지던트호텔,"['#호텔', '#서울호캉스', '#프레지던트호텔', '#호텔패키지', '#덕수궁', '#경복궁', '#휴가', '#호캉스', '#패키지', '#호텔스타그램', '#엘리제', '#카페', '#hotelpresident', '#나들이', '#커플', '#연인', '#가족', '#일상', '#서울호텔', '#명동호텔', '#자세한사항은홈페이지를참고해주세요.']"
689,"#throwbackthursday  어린 시절 외국에서 잠시 살았던 탓에 한국에서는 동일학년을 2번 지내다보니, 동갑인 친구들도 1살 어린 친구들도 모두 친구가 될 수 있었다. 물론 이게 족보가 꼬이는 시발점이 되기도 했지만, 좋은 점도 있었다. 최근 그 장점을 누린 것이 바로 내 앞자리 숫자가 2에서 3으로 넘어갈 때였다. 20살 후반에서 30으로 넘어가는 그 당연하고도 동시에 심란한 시간에 나는 한 살 어린 동생들이 내 친구들이었기에 맘고생 없이 무탈하게 지나갈 수 있었고, 반대로 그 어린 친구들이 30살이 되었을 때 이미 31살인 또래 친구들이 있어서 또 한번 맘고생에서 벗어날 수 있었더랬다. 다만 이렇게 2년동안 두번의 30살을 경험하면서 친구들이 버킷리스트라며 바디프로필이나 프로필 찍는 것을 730여일동안 구경하고 지나쳐오다보니 나 역시도 사진에 대한 욕심을 내심 키워왔다. 그러다가 이번 해 3월 초, 마음이 참 안좋았을 그 무렵 덜컥 결심을 했다. 이렇게 내 마음을 심란하게 하는 것이 있다면 내 생각이 조금이라도 그 문제에서 우회할 수 있게 새로운 생각거리, 먹잇감을 주자고. 그래서 예약하게 된 #바디프로필 촬영. 분명 머나먼 날이라고 생각했는데 이제는 무려 3일 앞, 코앞으로 다가왔고 문제는 탄단지를 고루 갖춘 다이어트식이 아니라 탄단지는 빼고 손녀를 바라보는 할머니의 마음같은 사랑을 갖춘 허니식탁이 내 주식이었다는 것이다. 어제까지만 해도 그렇게 먹어왔기에 심지어 오늘까지도 복근만 조금 더 진해졌을 뿐 지방을 전혀 날리지는 못하였다. 그래서 시간이 날때마다 어디에 있든 조금이라도 더 움직이려고 나름의 노력을 했다. 움직임을 위한 노력은 #콘래드  호캉스에서도 이어졌다. 코로나19로 외식도 친구 만나는 것도 조심하는 내가 수영장을 가는 것은 평소 생각조차도 못한 일이었다. 그렇지만 바프 촬영을 위해 용기를(?) 내었고 덕분에 마스크를 쓴채로 일년반만의 물놀이를 즐겼더랬다. 다만 착용한 마스크가 젖지 않게 하기 위해 보드를 생명줄처럼 놓지 못했고 유일하게 손놓을 수 있었던 순간은 배영이었던 아쉬움은 접어두고 말이다.#신혼부부 #신혼부부일상 #신혼일상 #신혼일기 #콘래드 #콘래드서울 #바디프로필준비 #conradseoul #conrad",2021-05-07,270,Conrad Seoul / 콘래드 서울,"['#throwbackthursday', '#바디프로필', '#콘래드', '#신혼부부', '#신혼부부일상', '#신혼일상', '#신혼일기', '#콘래드', '#콘래드서울', '#바디프로필준비', '#conradseoul', '#conrad']"
690,날이 맑았음 더 이뻤을텐데~~.#비스타워커힐 #워커힐 #롯데타워 #한강뷰 #한강뷰호텔 #코너스위트 #호캉스 #서울호텔 #호텔스테이 #서울호캉스 #벨라루나서울호텔 #부부스타그램 #여행스타그램 #국내여행 #벨라루나국내여행,2021-04-13,42,Vista Walkerhill Seoul 비스타 워커힐 서울,"['#비스타워커힐', '#워커힐', '#롯데타워', '#한강뷰', '#한강뷰호텔', '#코너스위트', '#호캉스', '#서울호텔', '#호텔스테이', '#서울호캉스', '#벨라루나서울호텔', '#부부스타그램', '#여행스타그램', '#국내여행', '#벨라루나국내여행']"
